"V1","V2"
1.69733575627027,0.0498262649174749
1.45441840681785,0.0779407042089248
2.05898242231674,0.0239907703094677
1.66632249723676,0.0528618274206502
-0.369726621203011,0.642949980344016
2.1989491310168,0.0177351160017054
0.315720303892939,0.37716532158464
1.28936975688493,0.103403661207909
1.98342735951093,0.0281187791769295
1.74342593256437,0.0455854311254051
1.99863755431539,0.0272410479591687
0.434015543076501,0.333641469445077
1.81057418275282,0.039954632425854
1.80527015205198,0.0403767799379926
1.97289419803408,0.0287409945282018
1.65204404598571,0.0543102905943746
0.759626179194726,0.226608173345033
1.86513135131978,0.0358266779173028
1.18718197021432,0.122086831273883
2.21670562374047,0.0170559171164173
1.98506657922262,0.028023012153473
1.48285285461075,0.0741047222021904
1.732279894499,0.0465820844641625
1.68250183739545,0.051259521018987
-0.250776241077249,0.598179072328582
1.82057253675904,0.0391690892083144
0.961426108660411,0.171888831526379
0.419011313647508,0.339048533306906
2.0541906748237,0.024235776637884
2.00695471641666,0.026771301568131
1.14768212937666,0.12993999071165
2.24582786131513,0.0159923327249243
2.2486691841088,0.0158918230460223
1.90736020049949,0.0328882353635318
0.563056035964498,0.288723398993961
1.76362879646663,0.04382476194584
2.08035742053278,0.022924243496063
1.95631608612772,0.0297446162936155
1.84543518615114,0.0372726622345869
0.127144940332118,0.449823421568927
1.92842547439188,0.0315019442494955
0.102679624808111,0.459439297375497
0.773181152546325,0.222635559607878
1.61141167335981,0.0586132405550259
2.16214631632372,0.0192203889842966
1.90313484959047,0.0331725671910643
2.09951482848898,0.0220041835026947
1.40576562160469,0.0848689373020708
0.170670304064893,0.432796044541672
