"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
0.0129258507295418,0.0120384022845376,0.0229122444578211,0.0263255713856827,0.0148685792840091,0.0219256665802894,0.0300933223069429,0.0240547821603656,0.0232146664116419,0.0122627319131235,0.0126108530249942,0.0242455950653331,0.0152726454670467,0.0100930050900129,0.00891776067854043,0.00869702256857108,0.013705611136687,0.0207375165655479,0.0170874018156602,0.0270512193413108,0.0151218110582659,0.0164169132896527,0.0140426029811191,0.017826536956444,0.0226579742214058,0.00986968370436689,0.0264376667339204,0.010204299393653,0.0255860163693056,0.0205981740121111,0.0176337191536897,0.0256687992531731,0.0211070459738776,0.0107406586765817,0.0129628559097489,0.0196927844920763,0.0137143079316377,0.0240910627791398,0.011378911349715,0.0292689776380194,0.0130004893522081,0.0136177239826082,0.0179123835458401,0.0159107481929753,0.043715801827962,0.0186176837086071,0.0134273811804983,0.0294199115394061,0.0199965966003241
0.0128678052166872,0.0117521325277497,0.0227669983066584,0.0261558654220491,0.01497251921967,0.0217615945515836,0.0299542427948299,0.0222223513663442,0.0223439756269347,0.0122513946111216,0.0125738467705684,0.0235237090212934,0.0152445429148614,0.0100473305640835,0.00888399230153011,0.00863112077289231,0.0134515091286173,0.0206613371906459,0.0168849365321009,0.0262817252542115,0.0151081882822876,0.0162942652456414,0.0134883505183718,0.0177847576714991,0.0224943176148175,0.00974671097394394,0.025974953388464,0.0100501683853499,0.0252682561730684,0.020475277617855,0.0176397821171991,0.0256277681654753,0.0210860110047521,0.0106380355850803,0.0129010788062281,0.0195428080350547,0.0133839652491124,0.0239945714267489,0.011348809135691,0.028663729979059,0.0128694428103069,0.0134879316108201,0.0175492515675626,0.0158326137720381,0.0430535980414669,0.0183947775546125,0.01329207958439,0.029004033874119,0.0198541816260841
0.0126180688778537,0.0115794058411599,0.022241779294617,0.0258837042847919,0.0150321619529016,0.0216142904128841,0.0290698374743906,0.0200610861472998,0.0221170503188683,0.0121631269888622,0.0124441286641136,0.0234771491473541,0.01499671826229,0.00995470776359699,0.00877978946062406,0.00852144092398341,0.0131837679413145,0.0202744177855449,0.0166869497858173,0.0261584275493824,0.0148956539972749,0.0160793154180526,0.0132236583754967,0.0177942164021168,0.0223510131845725,0.00962321656706491,0.0258368834367574,0.00940440541651553,0.0243730527683198,0.02017058777647,0.0172117551866314,0.0249022555323371,0.0209025036158052,0.010539897569986,0.0127171342470133,0.0194549412173038,0.0131822365167942,0.0237841498444705,0.0110940471700508,0.0283714274720417,0.0127258653854031,0.0132925954825928,0.0171259687848899,0.0157563247465917,0.0427749750680697,0.0181951635816934,0.0128623219644189,0.0291091377109464,0.0194357784835005
0.012260540843573,0.0112288024784319,0.022050407308512,0.0255516093372237,0.0149347348470447,0.0213786238828628,0.0289857097788357,0.0199596242504848,0.0220393687656199,0.0118190898556451,0.0122466194247529,0.0231251089822274,0.0149129120671839,0.00982527413434726,0.00864890109169178,0.00844554866532774,0.0128349001243538,0.0199332009233633,0.0166555389111982,0.0249449629824645,0.0148135674001528,0.0158342953540899,0.0130928798720099,0.0177682153865386,0.0223355705304512,0.00939128360599928,0.0246796379404717,0.0093654416509234,0.0219971256983223,0.0201073758168541,0.0168921133647078,0.0237105305947079,0.0203703680435488,0.0105205568265562,0.0126861163568198,0.0191090161197688,0.0131474514724732,0.0236065689225772,0.0110659725465826,0.0281819021476061,0.0126662034420087,0.0131968100025756,0.0167985673194027,0.0156885221144254,0.0380839323379632,0.0179850841945849,0.0125086463563048,0.0287237583984079,0.019367162215147
0.0120396009135203,0.0109411359473892,0.0212246337300206,0.0245581471215604,0.0142168421445015,0.0207708390937596,0.0288548973982432,0.0192998562622756,0.0210157253513853,0.0116049763644374,0.0119577348942602,0.0214500752262625,0.0145056306034034,0.00950814408808939,0.00844900962756905,0.00822057998177784,0.0125686456882339,0.0194222023099388,0.0160744016948116,0.0234385541755021,0.0144589511678029,0.0154727143306858,0.0120453433589481,0.0177651484575415,0.0217625042116707,0.00927966709306706,0.0246766073136976,0.0092226242594779,0.0209051965686217,0.0196214380134403,0.0164523587941023,0.0229296132961353,0.0199518353028174,0.0102161742352076,0.0118474408497179,0.0187715550963519,0.0126264685054337,0.02293118570686,0.0105145005107169,0.0277207066841688,0.0124568417432971,0.012553259744725,0.0163935436797832,0.0153640888048529,0.0358625880899147,0.0171952615254057,0.0121012883627767,0.0282216947174241,0.0191685230182769
0.0118951918511558,0.0106729234904524,0.0208332548501815,0.0238609108583669,0.0142073663054933,0.0202936630757015,0.0282316969705153,0.0188593330638805,0.0203680324129992,0.0112017505361028,0.0116187744282227,0.0209036654821218,0.0141597328058709,0.00950299652605599,0.00837898850478465,0.00818228545122365,0.0123255503990483,0.0190693013356703,0.0158386259452366,0.0218658513846136,0.0143234530887869,0.015343084323249,0.0114649334634121,0.0175502549473337,0.0217576563861399,0.00924002257405201,0.0245011363898711,0.00919500148816692,0.0206038392727888,0.0192216664802614,0.0161363422661166,0.0226726889486828,0.019750697177462,0.0100045546631295,0.0116383606357152,0.0185135117533494,0.0125015134080715,0.0225909294930223,0.0104939316366043,0.0276098735937261,0.0123427353793309,0.0125691721254922,0.0160801029700859,0.0151441031699941,0.0332055601659432,0.0168136117750563,0.0118706729789605,0.0281792810891299,0.0187992538636279
0.0117469409372786,0.010638495594802,0.02079739345759,0.0236824695451379,0.0141299951827258,0.0202429415702644,0.0281209540871911,0.0184554161107119,0.0204064355628488,0.0112095945711308,0.0113543804295217,0.0207283078908067,0.0141277923706534,0.00933153638110762,0.00829721375859566,0.00815279915393278,0.0120169524102883,0.0190272544061947,0.0157946938932611,0.0211348798120847,0.0143086276502992,0.0152879348564918,0.0113412568654987,0.0166688836406904,0.0217710272915188,0.00924653035533388,0.0244803262973358,0.00907467873245351,0.0201966645883925,0.0188545479865565,0.0159929167682736,0.0226998867381466,0.0195277763223813,0.00998715004131154,0.0114008121852967,0.0183134013404243,0.0122657274279427,0.0224789931586183,0.0104143888491079,0.0274213593405131,0.0123834814031924,0.0125612058364931,0.0160659361824984,0.0150673255042482,0.0330131109347003,0.0168384820858242,0.0118422242024098,0.0277284325773563,0.0183496209104626
0.0117151358242215,0.0106375001711717,0.0206756681259524,0.023431542328251,0.0138755436575985,0.0198480926763453,0.0280531145249667,0.0182320432790848,0.0204106558658706,0.0109686894505403,0.0110331023904918,0.0200245913939229,0.0136419832185337,0.00910832965142497,0.00813405786965947,0.0081480378185897,0.011912646411735,0.0188717696278111,0.0157727401206266,0.0209964297565213,0.0142006078848498,0.0151497166563567,0.0112137451156311,0.0162296935800359,0.0218055362227339,0.0089485919554182,0.0237202247309051,0.00894372386614337,0.0199922279204698,0.018677408187718,0.0155388060610384,0.0224750963471838,0.0192914653385225,0.0100059577026675,0.011250057690121,0.0180177361550521,0.0121641339328582,0.0223410007656249,0.0103860402342982,0.0270321279941394,0.0121947384320374,0.0123340442445705,0.015601745947438,0.0150564307154833,0.0298241340129521,0.0166686468660953,0.0115135555764601,0.0272368943284259,0.0183759910025637
0.0115783188332099,0.0104988985204087,0.0205696829996064,0.0228606108699745,0.0138435672823276,0.0195368430552511,0.0277902445243356,0.0174060565304149,0.0197401930546528,0.010800716448128,0.0108673436829463,0.0196124485500677,0.0134312594788509,0.00907907730365409,0.00794520387868715,0.00786275371847891,0.0117955646908826,0.0185694605713804,0.015746836759553,0.02044134348396,0.0141216480071837,0.0149497441262049,0.010390515122517,0.0162507113191528,0.0213800165827892,0.00886457386437244,0.0234531956121448,0.00879725651665805,0.0194245433335486,0.01866153207498,0.015528256567477,0.0222824224790457,0.0188634200086885,0.00988789534414752,0.0111491250674594,0.0178355106630164,0.0117338214267155,0.0220782007420747,0.0101829211583427,0.0263170226506305,0.0119998264030891,0.0117975471828835,0.0154846174694704,0.014956719400291,0.0285411174311603,0.0163195033097698,0.0112172851627284,0.0256277465839193,0.0183572119731482
0.0112731584708927,0.0102828926571234,0.0205712076108492,0.0225351652435892,0.0137554614509355,0.0193228201732302,0.0275848284751798,0.017280213689651,0.0193682469309911,0.0108003791066333,0.0108232634803961,0.0196645547668747,0.0133812439659092,0.00896578508540244,0.00796004241257745,0.00770076170181845,0.0115340234875074,0.0184744170581911,0.0156003138216236,0.0204290397277179,0.0140514446068483,0.0147896218455621,0.0102182009753034,0.0162707787908932,0.020910083673151,0.00885712616828181,0.0231283156827663,0.00860613726437387,0.0194597468179359,0.0185895809489218,0.015325738050273,0.0220321258774172,0.0188496173008896,0.00978630654393839,0.0108542351425571,0.0176094486914398,0.011761819806406,0.021931247849905,0.01009949089043,0.0255232149464441,0.0120922604975118,0.0117689953458856,0.0153961849944449,0.0148966687539066,0.0279807624532985,0.0161040429834741,0.0112029143011532,0.0250009084223354,0.0181970781615702
