"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
0.0195604639326436,0.0170092792234882,0.0322999212232351,0.0338618599109894,0.0186740560834014,0.0273928456128381,0.0487367398911671,0.045559064083414,0.0347108644210691,0.0174231914193533,0.0230135677581263,0.0417695027958846,0.0252435468939111,0.0158146458361971,0.0135778722132077,0.0128696412883834,0.0191266916289221,0.0245676287492552,0.0219832657487793,0.0439564728471598,0.0222072191331174,0.0254911016052291,0.0265032260044757,0.0325482302429542,0.0350833093282137,0.013358972337561,0.0508402389252947,0.0170334068974717,0.0402762741903483,0.0244567054252256,0.0250729095547449,0.0378311032226685,0.0274448059232399,0.0180000985402577,0.0191625743044657,0.0255017987193043,0.0184335808438122,0.0297738555464872,0.0157710242962537,0.0628434708292371,0.0201787597922503,0.0184789385669047,0.0224048106999964,0.0218010757917565,0.108146650429327,0.0286428231827297,0.0225868625217134,0.0685629293930696,0.0260136098333471
0.0195604155304213,0.0166440639252699,0.0322054560006288,0.0337634317174048,0.018754544801894,0.0272610138860448,0.0487510920566108,0.0380520406885287,0.0325369607167752,0.0174135436344217,0.0230396751619962,0.040691659621383,0.0252322666766962,0.0157929545677677,0.0135946529991999,0.0128237491088478,0.0187925975195095,0.0245061065752633,0.021828755855174,0.0427766409970207,0.0221778916946711,0.0254376730346235,0.0254048024742572,0.0325479881343107,0.0350436727639518,0.0132196033731945,0.0506097236878629,0.0164886881471874,0.0400616662076073,0.0243463642019925,0.0250448729452885,0.0377973474184667,0.0274251048818618,0.0179597826049126,0.0190720488887605,0.0253011435548314,0.0180803594225563,0.0296975378328182,0.0157507253331107,0.0619464870279504,0.020111809396779,0.0180693056099189,0.0217637142809144,0.0217471217284554,0.107557595638207,0.0284829368112995,0.0225286648417941,0.0685433594961777,0.025927553281065
0.0191172044132908,0.0163640400730456,0.0315210555921926,0.0335367055195576,0.0187669125186041,0.0270907985605079,0.0480026185574152,0.0281181449808368,0.0322505872206759,0.0173141591757786,0.0230797609561135,0.0407865242781172,0.0251224184358382,0.015748363711439,0.0135797996812134,0.0128121006045175,0.0186622069243051,0.0242659578539411,0.0217080347591067,0.0427173144937682,0.0219915493626377,0.0252988564200941,0.0251033259639742,0.0325740676044671,0.0348996545589748,0.0131990538626018,0.0504782043028078,0.0152118849280369,0.038471650075794,0.0241543957374383,0.0241225427713664,0.0363335987302554,0.027341589738163,0.0179191213824901,0.0189689214942087,0.025110570562496,0.0178483529624803,0.0295860554807781,0.0152448755200296,0.0618380082373113,0.0201004922520796,0.0179813153672449,0.021298183413117,0.0217113423790827,0.107795825419513,0.028097768708561,0.0220270613002272,0.0687758876196919,0.025523866902035
0.0187967708120053,0.0161403753335558,0.0314236737791974,0.0333471871026755,0.0186642144647972,0.0269042707703395,0.0481255361373314,0.0280857074364431,0.0321750275310956,0.0168513712093317,0.0229858884245485,0.0403979975079895,0.025096391744775,0.015482253888418,0.01345536189284,0.0127364296745956,0.0182010915656084,0.0237862965449554,0.0216153164469925,0.0385222779344006,0.0218460738629334,0.0250867308124757,0.025092363171086,0.0326017811042133,0.0348626883453675,0.0127330822717858,0.0492023170011757,0.0151323610802267,0.027374935561038,0.0240406796820785,0.0239807846399065,0.0333356050022127,0.0261943768220128,0.0178509768005164,0.0189203077058283,0.0248614811272405,0.0177345306902799,0.0294114895959489,0.0152206521973364,0.0617808375225768,0.0200899744908515,0.0179338832942563,0.0210977991922053,0.0216847768450493,0.0970837121237215,0.0279896539845733,0.0214435170434551,0.0685506932110253,0.0255311968879296
0.0185446889201073,0.0157620784860745,0.0304514236082913,0.0324064271654417,0.0176306399944087,0.0262922613457995,0.0490022324728794,0.0275080559772962,0.0306663552223546,0.0166645367301428,0.0228935140202058,0.0350319187198956,0.0249089303215584,0.0151003046107605,0.0132397994506946,0.012280400348468,0.0179354350480747,0.0231936533841889,0.02106524836673,0.0354982619196323,0.0213926893057455,0.0246549717777955,0.0223155267923857,0.032902655974197,0.0342696128725758,0.0126002141096101,0.04927117696112,0.0150088760486956,0.0257203202929083,0.0234532664837909,0.0238198774878728,0.0323847823298376,0.0258142408536131,0.0175403760582212,0.0168112820023157,0.0244501317895128,0.0171328014174832,0.0287693840062309,0.0141987182703366,0.0619811216695683,0.0199991000270732,0.0171163449193516,0.0207047993599083,0.0215125917853106,0.0927187400953366,0.0272193798753896,0.0209577983892706,0.0694338278334781,0.0254488081623611
0.0185532015735704,0.0155487926746333,0.0300512286694286,0.0317463651021525,0.0176632063719745,0.0258728729511825,0.0489013859178397,0.027178783080504,0.0296580588186775,0.0157086472657941,0.0224937048405875,0.0343945995653371,0.0247180599638117,0.0150601975838676,0.0132038641360928,0.0121386885546389,0.0176772260793437,0.0228631147194924,0.0208184798648473,0.031122624543746,0.0211780283138151,0.0244861611780781,0.0210857679658844,0.0327805277100358,0.0342788265405287,0.0125798332666841,0.0493097967852677,0.0150184586562055,0.0254080470317643,0.0231140374578977,0.0237085174433101,0.0320336267771493,0.0256435722693955,0.0173288365440433,0.0166155838878574,0.0242384385916328,0.0169848361606419,0.0284698735182073,0.0141837510837653,0.062172800241278,0.0201101276050516,0.0171736653095993,0.0204315076043771,0.0214765014351202,0.0900238229005965,0.0268309274060639,0.0207408045467191,0.0700371216401739,0.0252158357524746
0.0184371630692398,0.0155104816712932,0.0300269149636569,0.0316506000693536,0.0176743079722138,0.0258381784735233,0.0489187714927836,0.02682352031664,0.0296926264148319,0.0157403369127404,0.0222685275288013,0.0341975131748544,0.0247329170239446,0.0149172300482356,0.0131188863112941,0.0121278340981543,0.0173814245383743,0.0228485749281232,0.020806459529781,0.0289855427082885,0.0212003358968341,0.0244622092417308,0.0209576642197984,0.030881080615481,0.0342783838344226,0.0125962668820467,0.0492981115509616,0.0148766320907803,0.0249880389814845,0.0224397382368101,0.0236545976589107,0.0320716521880621,0.0254625619698144,0.0173437811707815,0.0164037035315955,0.0239917982034069,0.0166205899946325,0.0284066556255041,0.0140941622181653,0.0621685631456668,0.020160414437981,0.0172257450565551,0.0204060702646802,0.0214590827486165,0.0900629740954969,0.026820007828087,0.0207210928745518,0.0695959864208124,0.02457043596202
0.0184248288279619,0.0154810610980291,0.0299672182115065,0.0315016421848856,0.0174544749755317,0.0250497900928023,0.0490264890372335,0.0266619500837343,0.0296611491996785,0.015490227019738,0.0218286446132529,0.0329970857959905,0.0238792614613036,0.0146603757184511,0.0129119338816324,0.0120611693923565,0.0173220430322039,0.0227709721670861,0.0207430714828674,0.0289807814516515,0.0211212900428052,0.0243597180532229,0.0209103695205973,0.0302512078030985,0.0342777185633135,0.0121092419363318,0.0482273773369761,0.0147146958658408,0.0248908180988259,0.0223362551317072,0.0231929781201152,0.0319565403022591,0.0253272583757995,0.0172998495881831,0.0162731158542415,0.0237181793420516,0.0164169627615213,0.028265277748521,0.0140365619047168,0.0620702765053856,0.0200797676461527,0.0171079221275146,0.0197366424385749,0.0214458120016024,0.0837654728158087,0.0267355213950188,0.0202800693680878,0.0695283928415495,0.0245952709290055
0.018347071015426,0.0153684143967246,0.0298626288667073,0.0307739171115333,0.0174112058162048,0.0247007632602337,0.0490610782711538,0.0240252420819028,0.0285599432237908,0.0153618030008578,0.0217546575326008,0.0324405095758021,0.0236203257427623,0.0146219928997977,0.0124882294603134,0.0116578228347095,0.0171996109861965,0.0224259239713164,0.0206861976784419,0.0283732148639754,0.0210691660146169,0.024210867895806,0.0182286412250368,0.0302716827429067,0.0338473840661997,0.0120387629562808,0.0480965899565069,0.0145650665016362,0.0239347678162689,0.0222923890225231,0.0231446916749742,0.0318040590711075,0.0247802039429865,0.0171975170434956,0.016139154976861,0.0236169175484822,0.0156249570558066,0.0281020648621359,0.0137447192119685,0.0618208712855934,0.0200037621629298,0.0159204911645765,0.0196756664952143,0.0214073522437004,0.0819427968201786,0.0264320274198864,0.0199730687205032,0.0673669909282194,0.0246235425112475
0.0178936940373994,0.0151757686696833,0.0299046459748902,0.0302865122827811,0.0172423927797994,0.0245938986724091,0.0488985076439566,0.0239113970440699,0.0279071098266885,0.015319558134127,0.0217108275034051,0.0324498217865285,0.0235855174370553,0.0144694045347373,0.0124192159571949,0.0113900671224249,0.0167922369161682,0.022392050475825,0.0205607590996436,0.0283664773311191,0.0209685098145199,0.024016722031265,0.0179386128810183,0.0302567765925133,0.0333111891072783,0.0120015670867877,0.047877451668234,0.0141990081618074,0.024004179063518,0.0223288633433409,0.0230506664425719,0.0315300382122829,0.0247746617041696,0.016940105392847,0.015490704976058,0.0231972032101585,0.0156402871756245,0.0280657530004006,0.0136274981975751,0.0612894032820695,0.0200246627768489,0.0158267810817001,0.0195503791651433,0.021367880370767,0.0812784659634727,0.0260915592752353,0.019976797465529,0.0666236162356388,0.0245880353809565
